activity_id,account_id,activity_date,activity_type,performed_by,source_system,outcome_code,next_follow_up_date,minutes_spent,duplicate_check_flag
ACT-08583,ACC-12839,06/02/2026,spreadsheet_reconcile,agent_06,email,awaiting_review,2026-02-10,7,N
ACT-08584,ACC-12839,03/02/2026,email_sent,agent_36,spreadsheet,next_action_unclear,2026-02-07,6,N
ACT-08585,ACC-12840,2026-02-14,call_attempt,agent_36,email,awaiting_review,2026-02-19,9,N
ACT-08586,ACC-12841,12/02/2026,call_attempt,agent_15,legacy_db,promise_to_pay,,12,N
ACT-08587,ACC-12841,2026-02-11,sms_reminder,agent_28,legacy_db,no_reply,2026-02-17,2,N
ACT-08588,ACC-12841,2026-01-24,spreadsheet_reconcile,agent_43,email,next_action_unclear,2026-01-28,6,Y
ACT-08589,ACC-12841,01/02/2026,manual_plan_note,agent_55,phone,next_action_unclear,2026-02-01,10,N
ACT-08590,ACC-12842,2026-02-20,status_check,agent_33,email,no_reply,,3,N
ACT-08591,ACC-12842,2026-02-10,call_attempt,agent_27,spreadsheet,left_message,2026-02-17,11,N
ACT-08592,ACC-12842,05/02/2026,call_attempt,agent_05,email,viewed_status,2026-02-12,10,N
ACT-08593,ACC-12842,2026-02-11,sms_reminder,agent_43,phone,promise_to_pay,2026-02-15,3,N
ACT-08594,ACC-12843,2026-02-27,escalation,agent_33,phone,promise_to_pay,2026-03-03,7,N
ACT-08595,ACC-12843,2026-02-15,status_check,agent_32,email,next_action_unclear,,3,Y
ACT-08596,ACC-12843,15/02/2026,manual_plan_note,agent_33,legacy_db,no_reply,2026-02-17,10,N
ACT-08597,ACC-12843,2026-02-19,manual_plan_note,agent_57,phone,updated_row,,5,N
ACT-08598,ACC-12844,2026-03-07,call_attempt,agent_10,phone,sent_to_specialist,2026-03-10,8,N
ACT-08599,ACC-12844,2026-03-03,manual_plan_note,agent_18,spreadsheet,awaiting_review,2026-03-03,5,N
ACT-08600,ACC-12844,2026-02-25,spreadsheet_reconcile,agent_46,legacy_db,viewed_status,2026-02-25,8,Y
ACT-08601,ACC-12844,2026-03-06,manual_plan_note,agent_08,phone,viewed_status,2026-03-13,7,N
ACT-08602,ACC-12845,2026-01-28,email_sent,agent_38,legacy_db,promise_to_pay,2026-01-30,5,N
ACT-08603,ACC-12845,2026-01-28,email_sent,agent_28,legacy_db,next_action_unclear,2026-01-30,7,N
ACT-08604,ACC-12845,2026-02-12,escalation,agent_07,legacy_db,no_reply,,7,N
ACT-08605,ACC-12845,2026-02-07,status_check,agent_12,spreadsheet,left_message,2026-02-13,5,Y
ACT-08606,ACC-12845,2026-02-06,status_check,agent_31,spreadsheet,left_message,2026-02-07,4,Y
ACT-08607,ACC-12846,2026-02-16,spreadsheet_reconcile,agent_41,email,viewed_status,2026-02-22,10,N
ACT-08608,ACC-12846,2026-02-25,manual_plan_note,agent_51,phone,next_action_unclear,2026-02-27,9,N
ACT-08609,ACC-12847,20/01/2026,status_check,agent_49,email,no_reply,2026-01-25,4,Y
ACT-08610,ACC-12847,2026-01-11,sms_reminder,agent_06,legacy_db,left_message,2026-01-16,2,N
ACT-08611,ACC-12847,2026-01-25,manual_plan_note,agent_46,legacy_db,next_action_unclear,,10,N
ACT-08612,ACC-12847,2026-01-30,manual_plan_note,agent_09,legacy_db,awaiting_review,2026-02-01,9,N
ACT-08613,ACC-12848,25/02/2026,sms_reminder,agent_06,email,no_reply,2026-03-03,3,N
ACT-08614,ACC-12848,2026-02-09,spreadsheet_reconcile,agent_46,spreadsheet,awaiting_review,2026-02-12,12,Y
ACT-08615,ACC-12848,2026-02-23,manual_plan_note,agent_49,legacy_db,sent_to_specialist,2026-02-23,6,N
ACT-08616,ACC-12848,2026-02-15,email_sent,agent_04,phone,sent_to_specialist,2026-02-20,6,N
ACT-08617,ACC-12848,2026-02-11,spreadsheet_reconcile,agent_46,phone,sent_to_specialist,,11,Y
ACT-08618,ACC-12849,04/02/2026,manual_plan_note,agent_41,legacy_db,no_reply,2026-02-04,5,N
ACT-08619,ACC-12849,28/01/2026,manual_plan_note,agent_49,spreadsheet,next_action_unclear,2026-01-28,10,N
ACT-08620,ACC-12849,2026-01-25,sms_reminder,agent_26,legacy_db,sent_to_specialist,2026-01-28,3,N
ACT-08621,ACC-12849,30/01/2026,spreadsheet_reconcile,agent_08,legacy_db,next_action_unclear,2026-02-03,7,Y
ACT-08622,ACC-12850,16/02/2026,email_sent,agent_04,phone,left_message,2026-02-23,6,N
ACT-08623,ACC-12851,2026-01-29,manual_plan_note,agent_03,email,viewed_status,2026-01-30,5,N
ACT-08624,ACC-12852,13/01/2026,status_check,agent_10,phone,promise_to_pay,2026-01-18,6,N
ACT-08625,ACC-12852,2026-01-26,sms_reminder,agent_21,spreadsheet,awaiting_review,2026-02-01,4,N
ACT-08626,ACC-12852,2026-01-21,status_check,agent_35,email,sent_to_specialist,2026-01-21,3,Y
ACT-08627,ACC-12853,2026-02-19,call_attempt,agent_30,email,awaiting_review,2026-02-20,13,N
ACT-08628,ACC-12854,17/02/2026,status_check,agent_20,phone,awaiting_review,2026-02-21,5,Y
ACT-08629,ACC-12854,26/02/2026,escalation,agent_34,email,left_message,2026-02-28,9,N
ACT-08630,ACC-12854,23/02/2026,sms_reminder,agent_57,email,no_reply,2026-02-24,4,N
ACT-08631,ACC-12854,2026-02-23,call_attempt,agent_15,spreadsheet,sent_to_specialist,,9,N
ACT-08632,ACC-12854,2026-03-03,email_sent,agent_20,legacy_db,updated_row,,4,N
ACT-08633,ACC-12855,2026-01-11,call_attempt,agent_04,phone,next_action_unclear,2026-01-12,12,N
ACT-08634,ACC-12855,2026-01-13,email_sent,agent_46,phone,next_action_unclear,2026-01-19,4,N
ACT-08635,ACC-12856,20/02/2026,sms_reminder,agent_03,email,no_reply,2026-02-25,4,N
ACT-08636,ACC-12857,2026-01-26,escalation,agent_33,email,left_message,,6,N
ACT-08637,ACC-12858,2026-01-29,spreadsheet_reconcile,agent_45,phone,left_message,2026-02-02,9,N
ACT-08638,ACC-12858,2026-01-22,status_check,agent_46,email,viewed_status,,5,Y
ACT-08639,ACC-12858,02/02/2026,escalation,agent_54,phone,updated_row,2026-02-06,10,N
ACT-08640,ACC-12858,20/01/2026,status_check,agent_51,phone,no_reply,,5,Y
ACT-08641,ACC-12858,2026-01-28,email_sent,agent_22,phone,next_action_unclear,2026-01-28,5,N
ACT-08642,ACC-12859,2026-02-26,sms_reminder,agent_21,phone,no_reply,2026-02-26,2,N
ACT-08643,ACC-12859,2026-02-18,escalation,agent_26,phone,awaiting_review,2026-02-20,11,N
ACT-08644,ACC-12859,2026-02-19,escalation,agent_09,legacy_db,left_message,2026-02-22,10,N
ACT-08645,ACC-12860,2026-01-24,escalation,agent_42,phone,viewed_status,2026-01-31,9,N
ACT-08646,ACC-12860,27/01/2026,manual_plan_note,agent_54,legacy_db,sent_to_specialist,2026-02-03,5,N
ACT-08647,ACC-12860,02/02/2026,manual_plan_note,agent_58,email,updated_row,2026-02-07,9,N
ACT-08648,ACC-12860,2026-01-30,escalation,agent_01,legacy_db,promise_to_pay,2026-01-30,10,N
ACT-08649,ACC-12860,2026-01-27,email_sent,agent_45,phone,updated_row,2026-02-03,4,N
ACT-08650,ACC-12861,2026-02-18,email_sent,agent_48,spreadsheet,no_reply,2026-02-20,6,N
ACT-08651,ACC-12861,2026-02-11,email_sent,agent_58,spreadsheet,next_action_unclear,,7,N
ACT-08652,ACC-12861,2026-02-03,spreadsheet_reconcile,agent_20,spreadsheet,promise_to_pay,2026-02-04,6,N
ACT-08653,ACC-12861,2026-02-09,escalation,agent_06,spreadsheet,viewed_status,,6,N
ACT-08654,ACC-12862,2026-01-22,status_check,agent_56,email,left_message,2026-01-27,4,N
ACT-08655,ACC-12862,14/01/2026,spreadsheet_reconcile,agent_45,legacy_db,viewed_status,,6,Y
ACT-08656,ACC-12862,2026-01-27,spreadsheet_reconcile,agent_08,legacy_db,next_action_unclear,,12,N
ACT-08657,ACC-12862,19/01/2026,manual_plan_note,agent_49,phone,promise_to_pay,,6,N
ACT-08658,ACC-12863,2026-02-26,sms_reminder,agent_09,email,next_action_unclear,,2,N
ACT-08659,ACC-12863,2026-02-27,sms_reminder,agent_22,phone,awaiting_review,,3,N
ACT-08660,ACC-12863,2026-03-01,sms_reminder,agent_35,legacy_db,sent_to_specialist,2026-03-02,2,N
ACT-08661,ACC-12863,2026-02-17,manual_plan_note,agent_22,email,promise_to_pay,2026-02-23,5,N
ACT-08662,ACC-12863,2026-03-06,manual_plan_note,agent_31,legacy_db,promise_to_pay,2026-03-12,7,N
ACT-08663,ACC-12864,2026-03-04,spreadsheet_reconcile,agent_57,spreadsheet,left_message,2026-03-10,9,Y
ACT-08664,ACC-12864,2026-03-02,sms_reminder,agent_43,phone,next_action_unclear,2026-03-04,4,N
ACT-08665,ACC-12865,2026-02-09,spreadsheet_reconcile,agent_26,spreadsheet,sent_to_specialist,2026-02-14,12,Y
ACT-08666,ACC-12865,2026-02-20,call_attempt,agent_42,email,awaiting_review,2026-02-25,10,N
ACT-08667,ACC-12866,2026-01-13,escalation,agent_32,email,updated_row,,9,N
ACT-08668,ACC-12866,2026-01-07,escalation,agent_11,spreadsheet,no_reply,2026-01-11,6,N
ACT-08669,ACC-12866,2026-01-23,call_attempt,agent_22,email,sent_to_specialist,2026-01-26,10,N
ACT-08670,ACC-12867,20/02/2026,escalation,agent_49,phone,sent_to_specialist,2026-02-24,7,N
ACT-08671,ACC-12867,2026-02-15,manual_plan_note,agent_36,phone,sent_to_specialist,2026-02-15,5,N
ACT-08672,ACC-12867,2026-02-17,escalation,agent_02,phone,awaiting_review,2026-02-23,11,N
ACT-08673,ACC-12867,2026-02-16,spreadsheet_reconcile,agent_21,spreadsheet,awaiting_review,2026-02-19,10,Y
ACT-08674,ACC-12867,2026-02-22,manual_plan_note,agent_12,legacy_db,sent_to_specialist,,9,N
ACT-08675,ACC-12868,2026-02-24,status_check,agent_51,spreadsheet,next_action_unclear,2026-02-27,6,Y
ACT-08676,ACC-12868,2026-02-11,escalation,agent_25,spreadsheet,left_message,2026-02-17,8,N
ACT-08677,ACC-12868,2026-02-06,sms_reminder,agent_27,legacy_db,no_reply,2026-02-10,4,N
ACT-08678,ACC-12869,2026-02-04,status_check,agent_46,spreadsheet,viewed_status,2026-02-05,6,Y
ACT-08679,ACC-12869,2026-02-09,sms_reminder,agent_27,email,sent_to_specialist,2026-02-09,4,N
ACT-08680,ACC-12870,2026-01-23,escalation,agent_04,email,no_reply,2026-01-26,11,N
ACT-08681,ACC-12870,2026-02-06,call_attempt,agent_46,phone,left_message,2026-02-09,8,N
ACT-08682,ACC-12870,2026-01-23,email_sent,agent_45,spreadsheet,sent_to_specialist,2026-01-23,7,N
ACT-08683,ACC-12870,2026-02-09,sms_reminder,agent_21,phone,next_action_unclear,,4,N
ACT-08684,ACC-12871,2026-02-03,manual_plan_note,agent_29,spreadsheet,left_message,2026-02-06,9,N
ACT-08685,ACC-12871,20/02/2026,status_check,agent_05,spreadsheet,no_reply,2026-02-24,6,N
ACT-08686,ACC-12871,2026-02-14,sms_reminder,agent_29,legacy_db,sent_to_specialist,2026-02-18,4,N
ACT-08687,ACC-12871,2026-02-07,sms_reminder,agent_25,email,next_action_unclear,2026-02-13,4,N
ACT-08688,ACC-12872,2026-01-24,sms_reminder,agent_24,phone,viewed_status,2026-01-31,2,N
ACT-08689,ACC-12872,2026-01-09,sms_reminder,agent_08,legacy_db,left_message,2026-01-14,2,N
ACT-08690,ACC-12872,2026-01-04,manual_plan_note,agent_37,phone,awaiting_review,2026-01-08,9,N
ACT-08691,ACC-12873,28/01/2026,call_attempt,agent_53,spreadsheet,left_message,2026-02-01,14,N
ACT-08692,ACC-12874,2026-01-26,sms_reminder,agent_15,legacy_db,left_message,2026-01-29,2,N
ACT-08693,ACC-12874,2026-01-28,email_sent,agent_33,spreadsheet,no_reply,2026-01-29,5,N
ACT-08694,ACC-12874,12/02/2026,manual_plan_note,agent_33,legacy_db,updated_row,,10,N
ACT-08695,ACC-12874,2026-02-02,sms_reminder,agent_07,phone,viewed_status,2026-02-02,2,N
ACT-08696,ACC-12874,2026-02-05,manual_plan_note,agent_53,spreadsheet,next_action_unclear,2026-02-05,6,N
ACT-08697,ACC-12875,2026-02-04,email_sent,agent_45,email,updated_row,2026-02-04,5,N
ACT-08698,ACC-12876,2026-01-18,call_attempt,agent_41,legacy_db,left_message,2026-01-22,11,N
ACT-08699,ACC-12876,2026-01-18,email_sent,agent_49,phone,sent_to_specialist,2026-01-21,4,N
ACT-08700,ACC-12876,2026-01-03,email_sent,agent_03,email,left_message,,7,N
ACT-08701,ACC-12876,09/01/2026,email_sent,agent_05,legacy_db,sent_to_specialist,2026-01-13,6,N
ACT-08702,ACC-12876,11/01/2026,status_check,agent_04,phone,no_reply,2026-01-15,3,N
ACT-08703,ACC-12877,2026-01-12,email_sent,agent_35,email,next_action_unclear,2026-01-13,4,N
ACT-08704,ACC-12878,01/02/2026,email_sent,agent_24,phone,left_message,2026-02-05,6,N
ACT-08705,ACC-12878,2026-01-22,status_check,agent_45,legacy_db,next_action_unclear,2026-01-28,4,Y
ACT-08706,ACC-12878,2026-01-19,sms_reminder,agent_15,phone,promise_to_pay,2026-01-22,4,N
ACT-08707,ACC-12879,2026-01-31,manual_plan_note,agent_38,phone,no_reply,2026-02-02,10,N
ACT-08708,ACC-12879,2026-01-23,escalation,agent_13,legacy_db,updated_row,2026-01-30,10,N
ACT-08709,ACC-12879,31/01/2026,status_check,agent_54,spreadsheet,awaiting_review,2026-02-02,4,Y
ACT-08710,ACC-12879,29/01/2026,call_attempt,agent_55,email,promise_to_pay,2026-02-05,11,N
ACT-08711,ACC-12879,2026-01-26,sms_reminder,agent_04,email,sent_to_specialist,2026-02-02,4,N
ACT-08712,ACC-12880,2026-01-29,escalation,agent_27,email,left_message,2026-02-02,6,N
ACT-08713,ACC-12881,2026-02-09,call_attempt,agent_41,phone,sent_to_specialist,2026-02-10,12,N
ACT-08714,ACC-12881,2026-01-29,email_sent,agent_10,spreadsheet,promise_to_pay,,4,N
ACT-08715,ACC-12881,2026-02-11,call_attempt,agent_15,spreadsheet,left_message,2026-02-12,13,N
ACT-08716,ACC-12882,2026-01-22,spreadsheet_reconcile,agent_35,spreadsheet,viewed_status,2026-01-26,9,Y
ACT-08717,ACC-12882,2026-01-09,escalation,agent_10,email,viewed_status,2026-01-12,9,N
ACT-08718,ACC-12882,2026-01-24,sms_reminder,agent_55,spreadsheet,left_message,2026-01-30,2,N
ACT-08719,ACC-12883,09/01/2026,spreadsheet_reconcile,agent_46,phone,viewed_status,2026-01-09,8,Y
ACT-08720,ACC-12883,2026-01-24,spreadsheet_reconcile,agent_06,spreadsheet,next_action_unclear,2026-01-28,11,Y
ACT-08721,ACC-12883,2026-01-07,manual_plan_note,agent_18,spreadsheet,sent_to_specialist,2026-01-09,9,N
ACT-08722,ACC-12883,2026-01-11,status_check,agent_31,spreadsheet,next_action_unclear,2026-01-11,6,Y
ACT-08723,ACC-12884,13/01/2026,sms_reminder,agent_58,phone,no_reply,,3,N
ACT-08724,ACC-12885,2026-01-08,spreadsheet_reconcile,agent_13,phone,promise_to_pay,2026-01-09,9,N
ACT-08725,ACC-12885,2026-01-06,email_sent,agent_05,spreadsheet,updated_row,2026-01-13,7,N
ACT-08726,ACC-12885,2026-01-07,escalation,agent_44,legacy_db,left_message,2026-01-12,9,N
ACT-08727,ACC-12885,2026-01-17,status_check,agent_24,legacy_db,viewed_status,2026-01-20,6,Y
ACT-08728,ACC-12885,2026-01-18,status_check,agent_28,legacy_db,next_action_unclear,,3,Y
ACT-08729,ACC-12886,2026-01-26,status_check,agent_32,legacy_db,awaiting_review,2026-02-01,3,Y
ACT-08730,ACC-12886,2026-02-01,manual_plan_note,agent_42,phone,left_message,2026-02-04,8,N
ACT-08731,ACC-12886,2026-01-29,call_attempt,agent_16,phone,viewed_status,2026-02-05,10,N
ACT-08732,ACC-12886,2026-01-23,sms_reminder,agent_09,phone,awaiting_review,,2,N
ACT-08733,ACC-12887,2026-01-26,email_sent,agent_20,phone,sent_to_specialist,2026-01-27,5,N
ACT-08734,ACC-12888,2026-02-07,sms_reminder,agent_18,legacy_db,left_message,2026-02-10,2,N
ACT-08735,ACC-12889,2026-02-07,sms_reminder,agent_56,phone,viewed_status,2026-02-10,4,N
ACT-08736,ACC-12890,29/01/2026,escalation,agent_38,email,no_reply,2026-02-03,7,N
ACT-08737,ACC-12891,2026-02-17,sms_reminder,agent_46,email,sent_to_specialist,2026-02-22,3,N
ACT-08738,ACC-12891,2026-02-05,email_sent,agent_51,phone,sent_to_specialist,2026-02-09,7,N
ACT-08739,ACC-12891,2026-02-20,escalation,agent_56,phone,viewed_status,2026-02-20,8,N
ACT-08740,ACC-12891,2026-02-10,sms_reminder,agent_03,spreadsheet,awaiting_review,2026-02-12,2,N
ACT-08741,ACC-12891,2026-02-10,status_check,agent_27,legacy_db,viewed_status,2026-02-13,5,N
ACT-08742,ACC-12892,15/01/2026,manual_plan_note,agent_57,phone,next_action_unclear,,6,N
ACT-08743,ACC-12892,2026-01-16,email_sent,agent_50,phone,updated_row,2026-01-16,4,N
ACT-08744,ACC-12892,2026-01-22,call_attempt,agent_09,legacy_db,sent_to_specialist,2026-01-24,8,N
ACT-08745,ACC-12893,2026-03-07,status_check,agent_32,legacy_db,no_reply,2026-03-12,6,Y
ACT-08746,ACC-12893,2026-02-28,sms_reminder,agent_38,email,sent_to_specialist,2026-03-03,4,N
ACT-08747,ACC-12893,2026-02-26,call_attempt,agent_03,legacy_db,next_action_unclear,2026-03-05,13,N
ACT-08748,ACC-12893,2026-02-19,spreadsheet_reconcile,agent_09,spreadsheet,awaiting_review,,9,Y
ACT-08749,ACC-12894,2026-01-23,spreadsheet_reconcile,agent_47,email,promise_to_pay,2026-01-26,10,Y
ACT-08750,ACC-12894,2026-01-09,escalation,agent_38,legacy_db,viewed_status,2026-01-14,9,N
ACT-08751,ACC-12894,20/01/2026,call_attempt,agent_47,spreadsheet,promise_to_pay,2026-01-25,8,N
ACT-08752,ACC-12895,2026-01-20,status_check,agent_47,legacy_db,sent_to_specialist,2026-01-26,4,Y
ACT-08753,ACC-12895,2026-01-18,call_attempt,agent_53,legacy_db,promise_to_pay,2026-01-18,12,N
ACT-08754,ACC-12895,2026-01-19,status_check,agent_55,phone,awaiting_review,2026-01-19,6,Y
ACT-08755,ACC-12896,2026-01-17,call_attempt,agent_42,phone,left_message,2026-01-22,11,N
ACT-08756,ACC-12897,2026-02-26,manual_plan_note,agent_52,spreadsheet,viewed_status,2026-03-02,6,N
ACT-08757,ACC-12897,2026-02-18,email_sent,agent_02,phone,viewed_status,,7,N
ACT-08758,ACC-12897,26/02/2026,manual_plan_note,agent_02,phone,updated_row,2026-03-04,8,N
ACT-08759,ACC-12897,15/02/2026,spreadsheet_reconcile,agent_28,legacy_db,no_reply,2026-02-20,12,N
ACT-08760,ACC-12897,2026-02-21,manual_plan_note,agent_27,email,next_action_unclear,2026-02-21,9,N
ACT-08761,ACC-12898,2026-02-02,escalation,agent_05,phone,awaiting_review,,8,N
ACT-08762,ACC-12898,2026-02-05,call_attempt,agent_54,spreadsheet,no_reply,2026-02-05,8,N
ACT-08763,ACC-12899,2026-01-24,manual_plan_note,agent_34,phone,no_reply,,7,N
ACT-08764,ACC-12899,14/01/2026,status_check,agent_07,phone,viewed_status,2026-01-20,5,N
ACT-08765,ACC-12900,2026-02-18,call_attempt,agent_54,spreadsheet,viewed_status,,14,N
ACT-08766,ACC-12900,2026-02-10,sms_reminder,agent_20,email,updated_row,2026-02-14,3,N
ACT-08767,ACC-12900,11/02/2026,spreadsheet_reconcile,agent_55,email,no_reply,2026-02-15,10,N
ACT-08768,ACC-12900,2026-02-21,spreadsheet_reconcile,agent_56,phone,viewed_status,2026-02-27,8,Y
ACT-08769,ACC-12900,27/02/2026,email_sent,agent_33,spreadsheet,sent_to_specialist,2026-03-05,5,N
ACT-08770,ACC-12901,2026-02-15,call_attempt,agent_14,phone,left_message,2026-02-15,14,N
ACT-08771,ACC-12902,2026-01-30,status_check,agent_05,email,promise_to_pay,,6,N
ACT-08772,ACC-12902,2026-01-31,escalation,agent_09,legacy_db,no_reply,2026-02-03,7,N
ACT-08773,ACC-12903,2026-02-06,spreadsheet_reconcile,agent_20,spreadsheet,next_action_unclear,2026-02-08,6,Y
ACT-08774,ACC-12904,2026-02-11,call_attempt,agent_21,legacy_db,awaiting_review,2026-02-12,9,N
ACT-08775,ACC-12904,2026-02-17,escalation,agent_57,phone,left_message,2026-02-23,11,N
ACT-08776,ACC-12904,2026-02-26,spreadsheet_reconcile,agent_41,phone,promise_to_pay,2026-03-04,8,Y
ACT-08777,ACC-12904,2026-02-15,manual_plan_note,agent_17,spreadsheet,left_message,2026-02-18,5,N
ACT-08778,ACC-12905,2026-02-19,manual_plan_note,agent_50,phone,viewed_status,2026-02-22,8,N
ACT-08779,ACC-12905,2026-02-23,call_attempt,agent_26,spreadsheet,updated_row,2026-02-24,12,N
ACT-08780,ACC-12906,11/01/2026,email_sent,agent_15,spreadsheet,promise_to_pay,2026-01-17,7,N
ACT-08781,ACC-12906,2026-01-07,call_attempt,agent_25,spreadsheet,left_message,,9,N
ACT-08782,ACC-12906,2026-01-12,spreadsheet_reconcile,agent_07,spreadsheet,sent_to_specialist,2026-01-19,12,Y
ACT-08783,ACC-12906,2026-01-17,sms_reminder,agent_52,legacy_db,sent_to_specialist,2026-01-20,4,N
ACT-08784,ACC-12907,2026-01-26,spreadsheet_reconcile,agent_05,spreadsheet,no_reply,2026-02-02,11,Y
ACT-08785,ACC-12907,2026-02-12,sms_reminder,agent_47,email,no_reply,2026-02-17,4,N
ACT-08786,ACC-12907,02/02/2026,escalation,agent_23,email,updated_row,2026-02-02,10,N
ACT-08787,ACC-12907,2026-01-27,status_check,agent_12,spreadsheet,updated_row,2026-01-30,4,N
ACT-08788,ACC-12907,2026-01-27,escalation,agent_53,phone,updated_row,2026-02-02,10,N
ACT-08789,ACC-12908,2026-01-09,call_attempt,agent_08,phone,viewed_status,2026-01-15,10,N
ACT-08790,ACC-12908,2026-01-26,manual_plan_note,agent_40,phone,updated_row,2026-01-30,7,N
ACT-08791,ACC-12909,06/02/2026,call_attempt,agent_49,legacy_db,viewed_status,,13,N
ACT-08792,ACC-12910,2026-02-12,email_sent,agent_05,legacy_db,no_reply,2026-02-16,5,N
ACT-08793,ACC-12911,02/02/2026,status_check,agent_35,spreadsheet,viewed_status,2026-02-09,3,Y
ACT-08794,ACC-12911,2026-01-25,spreadsheet_reconcile,agent_31,spreadsheet,updated_row,2026-01-29,9,Y
ACT-08795,ACC-12911,2026-02-14,email_sent,agent_39,spreadsheet,sent_to_specialist,2026-02-20,6,N
ACT-08796,ACC-12911,2026-01-29,call_attempt,agent_30,spreadsheet,updated_row,2026-01-29,14,N
ACT-08797,ACC-12911,2026-01-28,spreadsheet_reconcile,agent_06,phone,viewed_status,2026-01-30,11,Y
ACT-08798,ACC-12912,23/02/2026,call_attempt,agent_12,spreadsheet,next_action_unclear,2026-02-28,12,N
ACT-08799,ACC-12912,2026-02-17,status_check,agent_50,email,viewed_status,2026-02-18,3,Y
ACT-08800,ACC-12912,2026-02-24,spreadsheet_reconcile,agent_43,email,updated_row,2026-02-28,7,Y
ACT-08801,ACC-12912,2026-02-20,call_attempt,agent_26,email,left_message,2026-02-26,8,N
ACT-08802,ACC-12912,17/02/2026,manual_plan_note,agent_35,spreadsheet,viewed_status,2026-02-19,9,N
ACT-08803,ACC-12913,18/01/2026,call_attempt,agent_38,spreadsheet,left_message,2026-01-24,9,N
ACT-08804,ACC-12913,2026-01-25,sms_reminder,agent_58,legacy_db,sent_to_specialist,2026-01-26,3,N
ACT-08805,ACC-12913,2026-01-11,spreadsheet_reconcile,agent_02,phone,sent_to_specialist,,12,Y
ACT-08806,ACC-12914,2026-01-31,call_attempt,agent_19,spreadsheet,updated_row,2026-02-03,11,N
ACT-08807,ACC-12914,2026-01-28,sms_reminder,agent_53,spreadsheet,awaiting_review,2026-02-01,3,N
ACT-08808,ACC-12914,2026-01-15,escalation,agent_15,phone,sent_to_specialist,2026-01-15,8,N
ACT-08809,ACC-12914,2026-01-15,email_sent,agent_22,phone,no_reply,2026-01-18,5,N
ACT-08810,ACC-12914,2026-01-29,sms_reminder,agent_58,phone,sent_to_specialist,2026-02-02,3,N
ACT-08811,ACC-12915,2026-01-16,call_attempt,agent_29,phone,viewed_status,,12,N
ACT-08812,ACC-12916,2026-02-19,email_sent,agent_01,phone,left_message,2026-02-21,5,N
ACT-08813,ACC-12916,26/02/2026,email_sent,agent_21,legacy_db,left_message,2026-03-05,5,N
ACT-08814,ACC-12916,21/02/2026,sms_reminder,agent_12,legacy_db,viewed_status,2026-02-22,2,N
ACT-08815,ACC-12917,2026-01-18,manual_plan_note,agent_48,legacy_db,sent_to_specialist,2026-01-24,5,N
ACT-08816,ACC-12917,26/01/2026,escalation,agent_17,spreadsheet,updated_row,,8,N
ACT-08817,ACC-12917,2026-01-17,status_check,agent_24,email,left_message,2026-01-17,5,N
ACT-08818,ACC-12917,2026-01-29,spreadsheet_reconcile,agent_12,legacy_db,awaiting_review,2026-02-01,10,Y
ACT-08819,ACC-12918,2026-02-21,spreadsheet_reconcile,agent_42,legacy_db,awaiting_review,2026-02-26,7,Y
ACT-08820,ACC-12918,23/02/2026,status_check,agent_03,phone,sent_to_specialist,2026-03-02,5,Y
ACT-08821,ACC-12918,2026-02-21,email_sent,agent_47,email,viewed_status,2026-02-25,5,N
ACT-08822,ACC-12919,2026-01-18,manual_plan_note,agent_17,spreadsheet,left_message,2026-01-24,7,N
ACT-08823,ACC-12919,2026-01-07,call_attempt,agent_24,phone,next_action_unclear,2026-01-09,9,N
ACT-08824,ACC-12919,2026-01-09,escalation,agent_17,legacy_db,no_reply,2026-01-10,6,N
ACT-08825,ACC-12919,2026-01-20,sms_reminder,agent_56,spreadsheet,sent_to_specialist,,4,N
ACT-08826,ACC-12920,2026-02-03,escalation,agent_56,email,viewed_status,2026-02-09,7,N
ACT-08827,ACC-12921,2026-02-27,escalation,agent_15,phone,updated_row,2026-02-27,10,N
ACT-08828,ACC-12921,2026-02-22,manual_plan_note,agent_48,spreadsheet,no_reply,2026-02-27,9,N
ACT-08829,ACC-12921,2026-02-16,manual_plan_note,agent_38,email,updated_row,2026-02-16,7,N
ACT-08830,ACC-12921,2026-02-12,sms_reminder,agent_18,email,updated_row,2026-02-16,4,N
ACT-08831,ACC-12921,2026-02-08,sms_reminder,agent_17,spreadsheet,left_message,,2,N
ACT-08832,ACC-12922,2026-01-31,spreadsheet_reconcile,agent_53,legacy_db,updated_row,2026-02-03,9,Y
ACT-08833,ACC-12922,2026-02-04,escalation,agent_06,phone,left_message,2026-02-11,8,N
ACT-08834,ACC-12922,2026-01-19,escalation,agent_11,spreadsheet,awaiting_review,,11,N
ACT-08835,ACC-12922,2026-01-27,sms_reminder,agent_32,spreadsheet,promise_to_pay,2026-02-02,3,N
ACT-08836,ACC-12922,01/02/2026,escalation,agent_13,phone,next_action_unclear,2026-02-08,7,N
ACT-08837,ACC-12923,07/03/2026,sms_reminder,agent_52,legacy_db,promise_to_pay,2026-03-14,4,N
ACT-08838,ACC-12924,2026-01-06,spreadsheet_reconcile,agent_33,email,updated_row,,6,Y
ACT-08839,ACC-12924,14/01/2026,status_check,agent_08,spreadsheet,viewed_status,2026-01-14,5,Y
ACT-08840,ACC-12925,2026-01-16,manual_plan_note,agent_34,phone,left_message,,5,N
ACT-08841,ACC-12925,2026-01-04,escalation,agent_08,phone,promise_to_pay,2026-01-06,10,N
